cmt_col,labels
thôi nín đi con chó đưa địa chỉ zả ơi =)) địt con mẹ m thứ khuyết tật ơiiii =)) m ngon m mở block ních kia của t coi =)) khuyết tật ơiiiii,2.0
Diện Trần có con r mà còn ngu mà rảnh lòn ghê,2.0
Má t kêu trần đức bo đụ banh cạc mày giờ,2.0
đ bt gì cx đòi kiện hài,1.0
Ng ta gọi đó la xây đường theo định hướng xa hội chủ nghĩa,0.0
Tứ hoàng được ấy chứ =)),0.0
Xin lỗi làm con cặc gì. Dmm,2.0
Nó có công vì đã dạy dỗ em bán xôi một bài học,0.0
Xạo lol hk có j vui chúg ta hk nên xạo lol,1.0
"Chừng nào vô địch. Từ chức đi , thưa ngài",0.0
 thôi k trêu nhá để bé ngủ mai còn canh page dắk bạn kì cục quá à,0.0
"Hung Nguyen không, chỉ có cờ vàng cứt choá thôi 😌",1.0
K-icm :,0.0
sờ đến bố hay ông cố nhà m ad =)),1.0
Lũ này bắt được đem bỏ ra đảo hoang,1.0
Thấy con chó lại hửi hửi tưởng sẽ bị chó cắn chứ,0.0
Bây giờ xin lỗi thì đã muộn rồi,0.0
Quá khốn nạn,1.0
Thà đi cướp tao còn ido-Toàn đi cướp của nghèo,1.0
con cháu tay rửa chén đi chê bai người dũa móng tay !,1.0
"Thà mày lên Núi tu luôn đi,bắt như loz",1.0
"Có những thằng Bắc Cụ đang dùng cái óc toàn Bắc của nó mà suy cho dân Nam chúng tao. Xin lỗi chứ,từ thời các Chúa thì Nam Bắc đã khác nhau hoàn toàn, đừng đem cái xuất thân ra nhé. Chúng tao là dân SG,và chúng tao là dân tộc thiểu số! Hahaha.",2.0
I HATE YOU,1.0
ưỡn à ưỡn ẹo,1.0
Vcl,1.0
Mạnh hùng siêu dự bị cánh trái,0.0
dct smurf rank nhìn lỏ cc vậy,1.0
Thực sự thì bài này ko hay. View nhiều do danh tiếng những bài trước. Chờ sản phẩm sau vậy.,0.0
có ai quen hacker ko,0.0
ad đang nói BT Hà Nội phải k :v,0.0
dot nát,1.0
"Mẹ. Hởi thằng nào muốn tự tử, cứ làm gì đó cho công an bắt rồi về nhà tự giận ==> thằng ad sẽ có bài tít: CA đánh người; Tại CA mà chết người..... Đúng là thằng ad bệnh quạn",2.0
"Cầu mong cho e trai có được kì tích mà mau chóng bình phục, hy vọng pháp luật phán xử những hành vi tàn ác như này thật công bằng để an ủi lại phần nào cho e ấy và mẹ của e",0.0
Long Là Rồng Hlv Philippe Trôisông,0.0
xử lý lỗi chứ conten gì,0.0
Không chạy thầy đòn vô cái chân cho :)),0.0
ừ chứ viết tus cay cú câu từ diễn đạt lủng củng thì giải quyết được cái gì,0.0
Kaxỹyyyy Katm??? What????,0.0
😅 đụ mẹ mấy thằng cộng sản này nó cứ bắt bọn trung Quốc sản xuất đá không mang đi thiêu hủy mà cứ chia nhau đập lấy gì không ngáo phát biểu linh tinh,2.0
Sao cái bọn tìm hiểu QH theo dõi ai nó rảnh vcl thế nhỉ,1.0
địt mẹ thắm :)),1.0
Trước còn có game vị trí sp mà tranh lane top trong khi nó chưa đồng ý đổi làm nó phải pick pyke rồi đi top với temo feed lòi lozz,1.0
Duma ở quán Cf lướt Face mà ai cũng kêu t là m coi sẽ à,0.0
Bên Đà Nẵng chắc văn minh hơn nơi khác :)),0.0
Điều kì diệu ở phòng giam số 7,0.0
Con di linh ca loc di cho,2.0
Cái thg fake,1.0
Vui vẻ không quạo 😅,0.0
Diêm vương gọi m kìa thằng ngu,1.0
cha con mẹ đang hấp hối thoi thóp tiểu nhân của mày đâu r xúc vật ơi. Đéo lo chôn cha mẹ m đi mà đi cắn bậy cho thg tiểu nhân Viruss nhiều thế con chó,2.0
Nói chuyện với người lạ mà xấn xá lại gần Nguy hiểm lắm,0.0
văn minh như m vậy,0.0
toàn lấy fb ảo vảo địt mẹ tự sướng ngồi đbo thằng đần độn cầy thue 1 tuần đã thoát khỏi rank bk chưa,2.0
"chuẩn ông,nhìn mặt đã biết kiểu người nhỏ mọn lươn lẹo tính toán.Các cụ nói cấm sai",1.0
Hợp lý cái củ c =)),1.0
Acc bán hàng online,0.0
"Đu me giau con tham lam bi găt la đung rôi , đu me mây luc đâu nghe lơi no chưi hêt ngưoi nay đên ngưoi kia, ham tiên bi lưa gat rôi chưi con ba vang ngoc",2.0
Harry Long biết mà tại chọc đom đóm con á,0.0
"câu chuyện ở nước ngoài sao ,",0.0
Tình yêu vĩnh cửu,0.0
nhìn chị đẹp quá,0.0
Thật là khốn nạn,1.0
nói có sai đâu mà nhảy dựng lên thế=)),0.0
Mày coi chừng đó chồng mày làm ơ đại bắc đó may đừng tưởng ko tiềm mày đc nha .khỏi thách thức đi con,2.0
"Paula Lưu người miền đéo nào mà chả ăn cơm , ông này bị hài à ? dựa vào thịt chó chỉ là cái cớ để phân biệt vùng miền :/ không bằng cả con chó rách",2.0
Mấy thần khốn nạn người ta bán xôi mà cũng ko tha,2.0
Nhok Lầy: địt mẹ hay thì mày share đi. Nhai đi nhai lại như con bò. Tao khinh quá :)),2.0
Anh này chơi game hay còn nói chuyện lịch sự nữa,0.0
trông nó có ngu l không cơ chứ =))),1.0
hhhh tk nguuu mỗm to,2.0
Chuyến này anh căng r đoá,0.0
cho bố thẻ đỏ,0.0
Thang quan ngồi cười đằng sau thấy ghét. Tổ cha nó.,2.0
Ngu quá bán accc đi hộ t cái,1.0
con cat bu chan,1.0
Hông cần lời xin lỗi giả tạo của ông đâu nước tôi không chấp nhất mấy thằng MÙ,1.0
địt cụ bọn này k con zề để bàn nữa rồi,2.0
M xác định là đi r con chó =))))),1.0
Xin lổi được cc j hả thằng lồn trọng tài (về quê m làm trọng tài cho mấy đứa nhỏ đá đi,2.0
Ko xin dì h,0.0
Cực kì thuyết phục oki 😂😂,0.0
thoại cc nhá thầy,1.0
Thì chỉ có thể bên phía gia đình bé kia nói sao cho bớt tội thôi chứ sao bây giờ chuyện đâu ai muốn. Phải chi lúc chở quấn lại (chắc tôn ko to nên ko quấn lại đc) thì cũng ko tới nỗi. Chỉ khổ là đi chở thuê mà bị như vậy haizz,0.0
Cha hk ra gì thì con mới nz,1.0
Của người ta lấy làm Của mình sẽ có ngày khổ thôi,0.0
Ông nên cút,1.0
"Thằng thủ môn thái lan ra ngoài 16m50 mà chụp bóng bằng tay, còn đẩy Văn Toàn mà đ** phạt thẻ đỏ, chuyển qua phạt thẻ vàng Văn Thanh. Rất khả năng thằng trọng bán độ với thái lan.",1.0
dumemay ngu,2.0
Tao Học ít học nhiều cũng trả lời hợp lý hơn cái não mày bỏ 10 mấy năm đi học cũng = 0,1.0
Nát hết rồi,1.0
"haha hài vl! Vụ Cường Lucas cũng lên tiếng, vụ Viruss cũng lên tiếng, còn vụ ta lên tiếng hộ t cái đi Vụ bị phốt bắt cá 3 4 tay lên tiếng hộ t cái đi, có cc mà dám lên tiếng. M đừng làm t hài chứ GÓC CẢM LẠNH??",0.0
Con đĩ mẹ nó chứ thường !,2.0
Kể cả mở nắp bồn cầu cũng nên đái nhẹ nhàng và thanh lịch thôi. Đm rớt vài giọt ra mép bồn cầu t nhìn mà tức nhức nách,1.0
Đm mặc sịp vào chim to vcl ạ =)))),1.0
Xin lỗi cái lộn nhà m,2.0
"Tàu hũ in tiền sang VN gom đất, nhà, vàng và mua chuộc chó với đầy tớ",1.0
Đánh thì ngu như con chó bày đặt,2.0
Le Dinh Khoa 1955 =)),0.0
Bút dùng vẫn còn mực cần pass lại cho ae nào chưa có . Giá yêu thương 5k,0.0
Không xứng đáng làm trọng tàiiii,1.0
"Không vi phạm,ai bắt làm gì, chứ người chiến sỹ cũng chỉ là người làm công ăn lương,bao nhiêu vụ tai nạn thảm khóc, cũng vì không tuân thủ luật giao thông.",0.0
Thằng nào mạnh chẳng muốn ăn thằng khác. VN lúc có quân đội mạnh tí nữa thì nuốt đc thằng Cam kìa :)),1.0
chửi hay lắm ông :)) thằng lol này nhìn mặt đeo ưa r thêm cái tính trẻ trâu nữa,1.0
đéo thích thì thôi cút mẹ đi =)),1.0
Giờ sorry k giải quyết đc vấn đề gì nữa đâu . muộn rồi,0.0
"Ăn hôi khắp mọi mặt trận, giống như thánh ăn hôi nguyễn lân trung",1.0
Dấu hiệu nhận biết của những người giàu:,0.0
NAM MÔ A DI ĐÀ PHẬT nhân quả xẽ đến sớm thôi ạ,0.0
🥰,0.0
Sory cái mã cha m,2.0
không chú nào quỳ bố nó xuống nước cho ổng dẫm lên lưng bước qua...như vậy có thể mau lên chức hay sớm được chiếu cố hơn! quan nhà sản có khác...bị khuyết tật!,1.0
 tl đi con :)) cứng họng rồi hả,0.0
Dcm chs game mà làm dell gì rên ghê vậy,1.0
Ai gửi cho chính quyền gửi nó vào trại giam ở miền Nam hộ t cái,0.0
Ít ra cứ phải chúc mừng Hồng Kong cái đã. Chắc còn phải được hưởng dân chủ thêm chục năm.,0.0
Hay,0.0
Lê Văn Nhất xem sẽ gầy,0.0
Đánh 7/9 5/11 gáy cl,0.0
Em nghĩ mình có con mắt sau gáy anh ạ :((,0.0
Xem vĩnh biệt cụ....,0.0
Bình dương nhiều thể loại này lắm,0.0
"Đây đây đây ,ăn mẹ di",1.0
Hay thương quá.. Thương mình nek bạn,0.0
Ả duconme 😂😂😂,2.0
Hai anh em :),0.0
TUYỂN HLV ĐTQG MÀ K XEM TIỂU SỬ LÝ LỊCH HLV nta phá nát bao nhiêu đội bóng cùng 1 kịch bản ntn rồi !,0.0
Kêu gọi khán giả ko đến sân tẩy chay để vff sa thải HLV troussier,1.0
Việt Nam đi trc thời đại,0.0
Xin lỗi con mẹ mày trọng tài,2.0
Sad,0.0
bố th rách lấy bản phối của viruss xong xào nấu lại bảo của nó,2.0
 +1 single mom,0.0
"thì giờ phải thiện chí chủ động liên hệ năn nỉ xin lỗi, đút tiền cho anh Virus im dùm chứ rén vc rồi gì nữa. Tội nghiệp thằng cu Jack này, dắt đc mấy con bò tiểu học này thì hay chứ tự ái với đàn anh mày làm gì để giờ ngu dại phóng lao… Xem thêm",1.0
Nhờ tư tưởng thiên đường.,0.0
rút con kẹc. rút rút quài,1.0
Pass chuột phải dài từ hà đông sang minh khai 😂😂😂😂😂,0.0
Cái đầu buồi thằng tài,2.0
2 cái lỗ mũi to zậy mà vẫn thấy ngột ngạt là sao nhỉ🙄🙄,1.0
Vậy là mất nửa nồi xôi rồi,0.0
nó không hiện cmt hiện là tao để xem lại m có ý kiến gì =)) ngoài việc phản biện ra thì chả có câu trả lời của m là hợp lý,0.0
Cực kì thuyết phục🤣🤣,0.0
Vâng anhhhh,0.0
Đông Ca là địt cụ m ngủ đi,2.0
"Nể vợ chồng anh chị giáo dục Tùng Sói tốt quá . Ở tuổi đó biết tự ăn , rồi mạnh dạn hỏi , biết chọc đùa , biết nhận biết nhiều thứ ❤ Nếu có giải những bố mẹ của năm nên tặng cho anh chị một cái siêu to khổng lồ :)))",0.0
"có cánh cụt, may quá",0.0
Con mẹ mày mắt mù à,2.0
Chị 3 là cô này hả,0.0
lũ đóm con chả biết xem về góc nhìn của ViruSs mà phán như đr,1.0
đóm nhí táp đó,1.0
được anh ưiiii i,0.0
Cà khịa anh Sơn mà =)),0.0
TROI UI BA BEDE NAY CHICH HOC MON NHIEU WA NEN BI KHUNG VA NO BANH XAC ...HAH HAH,1.0
"Xl cc,thg chó",2.0
có phải kata rank thách đấu dual bất lực gánh không nổi dct trái lane smurf rank vàng ko?,0.0
Không phận cái đcmm thg ad ngu như chó,2.0
Giống mấy thằng biến thái tụt quần show hàng đi lung tung trong xóm,2.0
bồi cái thg bố m,2.0
"thằng ad k muốn bme nó ra tù đấy mà, rõ khổ",1.0
"Phát ngôn ngu vãi, tao đi ị ở bến xe gia lâm còn phải đóng thuế 5k một lượt kia mà nhà vs có gia lol gì âu, bọn nó chịch nhau còn phải đóng thuế vì dùng bao con sâu hay victoria kia...",1.0
inbox mấy tin nhắn éo thèm rep luôn,0.0
Bố m cũng đến chịu cách ăn mac khác người của nó !,1.0
Cđmm thk loz,2.0
đm may thay gê qá,1.0
Loài thú nó sống còn có nghĩa hơn tui may,2.0
trong tù toàn người quen. cả thì vô đó ở cho quen,0.0
Me bon cho.ko lam di trom cua nguoi ta .cho vao tu het.bo doi ln,2.0
bạn Rách nhà bạn hiền qá làm nta có bầu r chối :)) hẳn 5 trẹo cơ đấy,1.0
"Bọn xu nịnh là những kẻ làm hư cán bộ, và là những kẻ yếu kém chuyên môn nhất.",2.0
Đm Ad m óc cức lắm...Đm người ta khổ chứ Đéo rãnh lên đăng ba cái tào lao như m đâu...m cho người ta đc đồng xu cắt bạc nào chưa...ở đây xạo lồn...mẹ m sinh cái tay m ra trước hay sao m ngu v,2.0
10đ văn minh,0.0
Vc,1.0
Không công bằng rồi giờ đi xin lỗi,0.0
Ngu chứ cay gì,1.0
ngoài 50 thì chắc bố của nhung,0.0
tộc trộm cắp và lừa đảo,1.0
@Quynh Anh Nguyen xĩuuuuu,0.0
Chất tiền đoán nữa  2017 xe về 2018 xe về năm 2019 xe về tiền đoán xa chúc 2022,0.0
"Đồng bọn với nhau, bởi vậy cần thiết quản lý định danh xe",0.0
Hãy nghe những gì ad nói và hãy ỉa vào những gì ad bost,1.0
Có văn hóa nhưng hơi tục nhé bạn.. Bạn địt AD chứ đưg địt mẹ AD..,2.0
gớm có bắt được bọn đi ẩu chạy nhanh đâu .bao nhieu thằng chạy vèo vượt qua csgt đó làm gì dc nó chỉ đứng bắt lỗi những người đi làm về,0.0
Mong ng yêu bd hãy đồng thanh gọi thằng troussir là thằng chó lũ lãnh đạo vff là lũ ngu dần cút đi,2.0
may ma ve vn .la cai mo may k con cai rang an chao voi cdm,2.0
HLV đầu đất.,1.0
Các chị sắm tóc chưa :)))),0.0
Cài tóc đánh bài cho hăng ạ 😌,0.0
thế là ước mơ đi học của bao học sinh dần dần tan biến,0.0
Hợp lí anh ơi,0.0
Một thằng hlv tồi ko có trình để đi dạy người ta đá bóng,1.0
thôi bạn ơi idol nó con còn không nhận nói chi mấy cái beat:)),0.0
may ko xung,1.0
"giờ mới thấy được tầm quan trọng của việc học, sao em ngu thế em. Tỉnh ngộ đi em ạ, mẹ để em ra có đến nỗi đâu mà sao ngu quá vậy. Đéo hiểu sao vậy mà vẫn bảo vệ được. Ruồi sáng đít không sao hết nhưng đừng để đầu toàn shit và bố mẹ buồn",2.0
Mấy chị đẹp quá,0.0
Dct đánh ngu như lợn.,2.0
Ông nên tự thấy hổ thẹn mà nghỉ việc,0.0
Ko bận sịp luôn à,0.0
Vũ Thị Huyền bn v b,0.0
Phat Huynh 2 trái mới dừa () :))),0.0
Cae team off luôn hả abe,0.0
đó là sự tinh tế kèm theo một chút vãi loz.,1.0
Nguyễn Nguyễn Lũ thua độ,2.0
high ego pha đó đập trụ con LB nó giết = niềm tin =))) vì bạn xứng dáng,0.0
Dô con di mây ngon lâm ma,2.0
Nói thì hay mà làm thì dở. Chỉ biết nhận Lương hàng tháng thôi mà chẳng làm nên trò trống gì cả. Nếu còn lòng tự trọng Ông nên rời khỏi vai trò HLV trưởng đội tuyển bóng đá Việt Nam đi. Sắp đến ngày 7/5 kỷ niệm 70 năm chiến thắng Điện Biên Phủ rồi nhé..!!,0.0
Luật du tai sản chi có ở vn thôi.,0.0
Việt Nam noi đáng sống .,0.0
thì nói chung là có chơi có chịu cả chứ thằng nào cx ngu hết ko có thằng nào khôn cả (Srry nếu có đụng chạm tới ông) do đang cay thằng Mồn Lực,1.0
"Nguyễn Tuấn Hiệp , nhưng thực sự nhạc nhẽo đéo nghe nổi hết 1phút =))))",1.0
 ước fan Rách làm sáng tỏ vụ chối con,1.0
"mịa, bao nhiều đời đéo dẹp được, ông Thăng lên được mấy tháng thì dẹp thế đéo nào ngay được, nói ngu vl",1.0
lớn rồi mà mở mồm nguu thiệt,1.0
"Uầy, thế mà có cái hội lúc nào cũng ngông ngóng cái lũ đu càng đó gửi tiền về đó, chậc chậc😞",1.0
Cực kì thuyết phục=)),0.0
Giao va cho a xin 1tram do coi,0.0
"Hiệp Đinh v m k biết đọc à, hãy viết trước khi đọc kĩ nha thằng óc cứt, mắt chưa rà hết chữ mà tay nhanh hơn não, mối nguy hiểm của xã hội",2.0
Sr cmm,1.0
Đủ trình không ???? Óc chó hoang tưởng ảo tưởng vcl,2.0
Adresmic bình định,0.0
video hay quá,0.0
Dcmm cmt bài viết của bố ăn lozz ak cut,2.0
Thằng ngu này bị cho cút khỏi box r đấy,2.0
Xin lỗi gì,0.0
ủa? Chứ dân hà nội gốc đom đóm đâu r?hay lại bỏ rơi comt giống rẻ hack bỏ con,2.0
Đmm thứ 2 mặt =)) bố m nt zồi kìa =))) zep đi kìa?,2.0
trách ng cha chưa đặt mình vào vị trí của ng khác thì sẽ kh hiểu được đúng là lòng người đáng sợ,0.0
"phải bắt nó đính chính, xin lỗi và bồi thường tổn hại mới vừa nha",0.0
Nhiệt quần què ms đầu vào cảm rảm như chó h khen cc,2.0
Ngoo :))),0.0
Trom thì nhju.cong an thì chẳng thấy đâu..đoi bê khổ,1.0
xin lỗi cc,1.0
Công an bắt được chưa? Loại này cần t.ử hì.nh!,2.0
Vậy đấy it chuyện thôi quen thi nói,0.0
"Có chữ để đọc mà còn không mang ơn ,,,Đúng là lũ khốn nạn ,,,,Đề nghị đổi chử của thằng giáo sư đầu bùi cho dễ sữ dụng,,,,,,,Đã vậy còn tôn thờ hai thằng mũi lõ mắt xanh gây đau khổ cho bao dân tộc trên thế giới,,,,Dân vn còn chưa có được cục phân của nó để bón cây vậy mà tôn thờ hơn cha mẹ",2.0
Ngoc Chu đme đang ăn sáng 🙂,1.0
Nguyễn Luân cẩn thận dàn cảnh,0.0
Mình cũng muốn thử nhưng lại chơi không được giỏi :)),0.0
Thay vì ở đây xàm lol,1.0
Thu Ngân b lm lẩu phan à :v,0.0
"Tụi này dàn cảnh để cướp xe , bà con cảnh giác với những thủ đoạn hỏi thăm đường",0.0
đm bác nói chuẩn quá,0.0
con di ngua nay chac sih ra o ho boom ha j,2.0
Nguyên tắc bất di bất dịch của nhân dân ta khi tham gia giao thông:,0.0
"bởi tính ra VR quân tử, đàn ông ha đang nói chuyện beat cái lên nói về điểm yếu của Ng ta k biết này kia, cái còn nói tung bằng chứng phốt. Dù Ng ta k biết thì có thể học mà, tỏ ra thanh cao mà việc làm toàn ngược lại quá. Người có học … Xem thêm",0.0
"thằng không có nhận thức là thằng không biết người khác bait =)). Vl thêm con cụt vào mới biết bait, đần ác",2.0
Bạn nào hợp tác làm đứa k chứ vã qué,0.0
Rồi một ngày đẹp trời sẽ được đưa về đồn thôi,0.0
Đọc mà bức xúc thương con quá . Cầu xin phép màu đến với con. Còn kẻ ác phải đền tội.,0.0
Xin con mẹ nó con chó,1.0
Do dân vì dân mà :))),0.0
"cái đó chỉ áp dụng cho ""người ngồi trên phương tiện đang bị kiểm soát"", còn nếu muốn dừng xe bạn để kiểm soát thì vẫn cần ""Trực tiếp phát hiện hoặc thông qua phương tiện, thiết bị kỹ thuật nghiệp vụ phát hiện, ghi nhận được các hành vi vi phạm pháp luật về giao thông đường bộ""",0.0
ở Hàn gọi là chiếc lá còn VN là lá chà bồn.,1.0
dan tran …vụ này mà cảnh sát không điều tra ra.thì qua gio…người ta đã nghèo ban xôi rồi.,0.0
"Cách ly vẫn tranh thủ tạo chút scandal câu like, đánh bóng tên tuổi, xuất viện đăng đàn xin lỗi! sợ thật sự cái anh Tiệp này 🙏",1.0
"Nó chửi Cô Minh Hiếu là sai, nhưng mà đm tụi m thật sự rất quá đáng, nó có xạo hay gì đó nếu ko ảnh hưởng ai thì việc gì phải đập phá chén cơm người khác v, còn việc giá 1 chai nước hoa rẻ thì tự tụi m phải nhận thức được nó là hàng loại nào, nếu thấy chấp nhận thì mua nó đâu ship lại hay lấy dao kề cổ bắt bây mua. Còn Trần Đoàn nên có lời xin lôi tới cô MH đi, còn TĐ nó có xạo sài hàng fake hay thật kệ nó, tụi bây chắc gì ko sống ảo chắc gì ko sài hàng fake nên ai làm gì kệ ngta tạo nghiệp chi v.",1.0
long cao tag trong cmt,0.0
1 lũ ăn cướp.,2.0
Thèn ngáo,1.0
Rồi cũng thân tàn ma dại thôi. Chúc mấy thanh niên sớm về với ông bà.,2.0
Đừng phân biệt vùng miền nữa anh em,0.0
má fong rộng z ma la ngột ngạt me nó,1.0
xin lỗi con căk,1.0
"địt mẹ mấy thằng hay phân biệt Bắc Nam đâu rồi , các ""Nam Kì Boys"" đâu , sao ko vào đây phân biệt HN SG tiếp đi nào ?",2.0
"công nghệ làm sạch môi trường của nhật cản trở tham nhũng của công chức búa liềm, đúng là chuyện hài nhà sản",1.0
Thằng chó cút mẹ về Pháp đi,2.0
Fake thôi,0.0
Bọn 3/// tuột quần và bọn CCCĐ lúc này chui đi đâu mất mà kg nghe thấy chúng sủa vậy anh Vũ Hoàng Lân? Hay là chúa rước bọn chúng xuống địa ngục hết rồi?,2.0
Mấy thằng này phải xử như 2 thằng trộm chó ở đồng tháp mới vừa,2.0
May xạo lồn do am binh,2.0
"Thằng ml mày thấy dân việt chúng tao nhục chưa , đcmm cút khỏi Việt Nam đi",2.0
"Cô ấy mà con của chủ tịch huyện thì chiếc xe ấy trở về 30p... nhưng con của dân thì dân chịu,,,,",0.0
Khốn nạn . Tội cho cô gái,1.0
Xin mẹ m chớ xin,1.0
GỌI TRẦN DẦN LÀ CON TINH TRÙNG KHUYẾT TẬT.,2.0
Vũ Thanh Huyền bọn Hàn Quốc biết nói tiếng Việt à :)),0.0
Nói ngta chửi con gái kh bằng súc vật xong h chửi con gái là sao ta . Hông lẻ bạn .....kkk,0.0
Bê đê dơ,1.0
Nó học võ để giết người à ..!! Mé nó tức quá zị kkk,1.0
coi kìa. cay nữa rồi kkkkk cay lắm.khóc it thoi con chó,2.0
khui đi coi động tr tới cỡ nào? Nếu có thì đã k đợt đến bâyh đâu tôm ơi,0.0
sor ccc,1.0
Cảnh giác chút,0.0
Noi Tum lai hai thang đều ngu,2.0
Thằng súc sinh,2.0
Hlv óc chó nhất lịch sử bdvn,2.0
ngồi đó mà nói ngta ttkt sau này con cái mình ko thoát được cái mồm đi chơi xa của mình đâu,0.0
Lồn mẹ mày dốt quá thì dừng có live con chó ngu,2.0
"Phải con trai thì đuổi kịp ,đây là cướp đường mong pháp luật vào cuộc manh mối rõ ràng hai thằng đồng bọn cam quay rõ luôn",1.0
Con. Quy nay. No. Khung.nang. No ngao da.  Het. Thuoc. Chua.,2.0
Lê Nhân Trí Tín Lầy ghê con .,0.0
Thằng làm nghề giáo dục cuồng like .,1.0
ngu như chó,1.0
Xl cái lồn .. đụ má,2.0
Chị ba vàng ngọc có cây đinh mọc giữa dái :)),1.0
"Tiếc ziêng là tui ngon cơm , đi chợ bình thường",0.0
Phạm Văn Lộc lên nghỉ?,0.0
Thanh Trẻ Trâu đm :)),1.0
Vn mà,0.0
hq k còn ca nào nhiễm vì nhiễm gần hết,0.0
tl đi cu :)) cứng họng rồi hả,1.0
ít nhất t dell sủa bằng mồm như m đâu,1.0
Sao tôi lại nghe thấy tiếng cậu vàng nhể,0.0
ra CA xem của ba được ko nha,0.0
Mấy tml này trc sau gì cũng bị xe giày,2.0
Đẹp trai k abe :v,0.0
Mả cha mày súc vật,2.0
Haha. Chết mẹ con Nhung rồi.,2.0
Sao sao cái mả cha m,2.0
phú ông phú bà nào mà thả cái bait được nhiều người táp quá =)),0.0
Cú lừa hoàn hảo,0.0
Nguyễn Đức Khang chửi là bị ban mà bạn ơi,0.0
Ai cho lũ chống Tổ Quốc về nước? Bọn mày mơ...,2.0
Xin địt mẹ mày,2.0
Trọng tài như l*n chết mẹ đi,2.0
"Dương Châu.Cô gái ĐÃ MẤT TÀI SẢN RỒI.ĐỪNG NÊN NÓI NHỮNG LỜI CAY ĐỘC."" THÁNG 5 ĐI TRƯỚC THÁNG 10 ĐI SAO"". CƯỜI NGƯỜI CHỚ KHÁ CƯỜI LÂU. CƯỜI NGƯỜI HÔM TRƯỚC - HÔM SAU NGƯỜI CƯỜI ""????",0.0
lũ chó chúng m ko cắn thì thôi chứ bọn t là người ai lại cắn người,2.0
NSND TRẦN CỌP,0.0
Xin lỗi con cặt,1.0
Kh biết đang côi j luôn,0.0
"Mới làm từ thiện, hôm nay đại gia cái miệng giống cái hầm cầu vậy, mã cha mầy chạy xe có ngày đâm cột điện nè",1.0
"Không quen ,không biết thì nên giữ khoảng cách. Nhìn cách nói chuyện ối giời ơi. Bài học hay.",0.0
Ông này có vào ăn bao h ko nhìn quen quen Lê Lê Thị Kiều Ngân,0.0
Câm mẹ mày đi tao thấy mệt với cái thằng dốt mà toả ra học nhiều lắm :)) đéo thèm rep nữa,1.0
Lộc bắn nha yogut,0.0
Cực kì thuyết phục ☺,0.0
"Do then hlv qua ngu thoi,ca tran ko 1 cu sut,tien toi wc kkkk,thay nguoi ngu bo me,co hoang duc va ho tan tai hom qua eo thua,sa thai no di,then hlv ngu ngoc nhat",1.0
Đổi cái avt đi trông bẩn vl,1.0
xin chào anh em,0.0
"Thằng add chắc đầu mày toàn cứt ko á.! Đúng là ""Ngu có gia phả"" mà.!",2.0
vn thi deo no no cho trung Quốc bon dien,2.0
Gần bước sang tháng mới rồi rốt cuộc cả công ty không liên hệ được hả :)))) Hay chỉ nói mõm thôi để biết khỏi hóng nữa nè,1.0
Thu phí tiền bãi Nhưng để xe như cỏ rác lụm tiền thì nhanh chớ ói tiếng thì đừng mong nhé,0.0
Ghê tởm con bóng già 😡😡,2.0
xem ở coffee mà khánh nhìn quá tr :))),0.0
"May mà đã cho HS nghỉ học, chỉ cần 1 hs có gia đình bị lây thôi là toang tất cả.",0.0
Chị ba vàng là chị chó phèn ak haha,1.0
thg cha con đỹ mẹ m tao nắc nè lo mua hòm chôn đi tao nắc chết thg cha m r còn con đỹ mẹ m tao để ché nắc đẻ ra em mày đó,2.0
"Nhà mặt tiền cái l*n, mặt l*n thì có",2.0
Sorry cái đb,1.0
Đào Hà Văn Rinaky Cn anh chị ơi cẩn thận nhé ạ,0.0
"Chị yên tâm, chị mất cái này thì ông trời cho chị lại cái khác, còn 3 thằng chó đó, người nhà,con cái hắn phải gánh nghiệp, rồi hắn cũng bị xe hắn cán bẹt não",2.0
"Đm, bực bội tức tối, cay cú rồ người lên rồi mà ko dc cất lời ca, xả cơn tức thì khác éo gì ngậm .c..Ức vẫn thấy thơm,",1.0
chả thế lúc ăn lại chả gáy bẩn vãi lz,1.0
"Đĩ mẹ nhung, lựa đi em",2.0
"tao không biết lũ nam kì m như nào, rủa ít thôi",2.0
mày bị đần à?? =))))),2.0
ông qua nói nó nói t làm gì,0.0
xin vĩnh biệt cụ,0.0
mặt cặc m á lồn trọng tài đụ mẹ bắt như cc,2.0
Ông ấy đã trở lại và lợi hại hơn bội phần,0.0
sao nói dệ,0.0
Yêu cầu pháp luật nhà nc quét sạch truyệt để cái lủ này vô tù hết cho nhân vân yên ổn lm ăn phát truyển cho xã hội,1.0
"Trọng tài Bán Độ,mắt bị mù cần thiết ra sân phải đeu cái kính cho nhìn rõ vào",1.0
lớn quá ko a,0.0
"đúng r phải bắt nó phạt nặng vào vì đã tiêm vào giới trẻ tư tưởng bỏ con , phản bội ae bạn bè , ....",1.0
"haha chúng nó tính thoát trung bằng các chui vào rọ Mỹ =)) thoát thoát cái cm mấy thằng phản động , não chó bày đặt chê bai",2.0
Nhanh chí nhìn biển số xe Hai thằng đó,0.0
chúc mừng cả gia đình mắt lé đi tò,1.0
Đồng bọn,0.0
Xin lỗi cứt chó gì,1.0
MTP hơn jack nhiều nhé,0.0
